caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
159,a serious looking young man with a suit holds a cellphone,1298866571_b4c496b71c.jpg,-1,0.2784,0.7638,0.4855,"['3627676364_1dc9294ec5.jpg', '3474265683_43b1033d94.jpg', '2267819545_446c5a3e18.jpg']","[0.7638, 0.7274, 0.7179]"
160,a boy in swimming trunks,1299459550_1fd5594fa2.jpg,-1,0.2693,0.7334,0.4641,"['3741827382_71e93298d0.jpg', '3666537170_c4ecda4be8.jpg', '2937697444_2367ff0e28.jpg']","[0.7334, 0.7215, 0.6794]"
161,a toddler in blue shorts is laying face down on the wet ground,1299459550_1fd5594fa2.jpg,-1,0.373,0.6214,0.2484,"['2701487024_e866eb4550.jpg', '2647049174_0fb47cee2e.jpg', '2212472643_80238475b5.jpg']","[0.6214, 0.6058, 0.6043]"
162,a young boy laying face down in water,1299459550_1fd5594fa2.jpg,-1,0.3848,0.8049,0.4201,"['3613030730_0b28b079ba.jpg', '542317719_ed4dd95dc2.jpg', '2842849030_89548af61c.jpg']","[0.8049, 0.75, 0.7452]"
163,boy in shorts face down in shallow reflective water,1299459550_1fd5594fa2.jpg,-1,0.45,0.7259,0.2759,"['3208074567_ac44aeb3f3.jpg', '2842849030_89548af61c.jpg', '1308472581_9961782889.jpg']","[0.7259, 0.6686, 0.6622]"
164,the boy in swim trunks is laying face down on a watery pavement,1299459550_1fd5594fa2.jpg,-1,0.1903,0.817,0.6267,"['3741827382_71e93298d0.jpg', '425088533_a460dc4617.jpg', '2973638173_0dc21fd443.jpg']","[0.817, 0.7186, 0.6968]"
165,a dark haired bearded man wearing a turquoise shirt with a yellow peace sign on it,1303727066_23d0f6ed43.jpg,-1,0.3836,0.6895,0.306,"['2888732432_7e907a3df1.jpg', '3132760860_3e743a935d.jpg', '3230101918_7d81cb0fc8.jpg']","[0.6895, 0.6848, 0.6679]"
166,a man wearing a peace sign on his shirt smiles,1303727066_23d0f6ed43.jpg,-1,0.4039,0.7636,0.3597,"['3230101918_7d81cb0fc8.jpg', '656260720_a7db4ce48b.jpg', '3412249548_00820fc4ca.jpg']","[0.7636, 0.6206, 0.6122]"
167,a man with a peace sign shirt stops to look at something,1303727066_23d0f6ed43.jpg,4,0.6109,0.7302,0.1193,"['2856700531_312528eea4.jpg', '1396703063_e8c3687afe.jpg', '3268443910_b36dbc1e5c.jpg']","[0.7302, 0.7019, 0.6414]"
168,a smiling bearded man wears a shirt with an orange peace sign,1303727066_23d0f6ed43.jpg,-1,0.4431,0.703,0.2598,"['3230101918_7d81cb0fc8.jpg', '415793623_6c1225ae27.jpg', '2815256108_fc1302117d.jpg']","[0.703, 0.6517, 0.6236]"
169,the tshirt worn by the man has a bright orange peace symbol on the back,1303727066_23d0f6ed43.jpg,-1,0.2781,0.7734,0.4953,"['3630332976_fdba22c50b.jpg', '470887791_86d5a08a38.jpg', '3230101918_7d81cb0fc8.jpg']","[0.7734, 0.7296, 0.7112]"
170,girls with a blue bucket is playing and splashing in the ocean water,1308472581_9961782889.jpg,-1,0.4346,0.6905,0.2559,"['1299459550_1fd5594fa2.jpg', '3229282764_a4a515f4e2.jpg', '2747714500_49476225c6.jpg']","[0.6905, 0.6833, 0.6796]"
171,a young girl plays under a pier with a blue bucket,1308472581_9961782889.jpg,6,0.5882,0.6577,0.0695,"['2903617548_d3e38d7f88.jpg', '640409060_6af18fdd54.jpg', '1427391496_ea512cbe7f.jpg']","[0.6577, 0.6422, 0.6265]"
172,the girl with the blue bucket splashes beneath the pier,1308472581_9961782889.jpg,-1,0.593,0.7721,0.1791,"['2594459477_8ca0121a9a.jpg', '2685752892_9d5cd7f274.jpg', '2107838729_a527e434bd.jpg']","[0.7721, 0.6924, 0.6807]"
173,a boy in blue shirt splashing in water under a dock,1308472581_9961782889.jpg,2,0.7747,0.8166,0.0418,"['2107838729_a527e434bd.jpg', '1308472581_9961782889.jpg', '2685752892_9d5cd7f274.jpg']","[0.8166, 0.7747, 0.7291]"
174,a laughing girl holding a bucket splashes in the ocean,1308472581_9961782889.jpg,9,0.5721,0.774,0.2019,"['2726262796_03bd63a155.jpg', '3229282764_a4a515f4e2.jpg', '2701487024_e866eb4550.jpg']","[0.774, 0.7538, 0.7303]"
175,one girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air,1309330801_aeeb23f1ee.jpg,2,0.6718,0.6973,0.0255,"['1991806812_065f747689.jpg', '1309330801_aeeb23f1ee.jpg', '2335428699_4eba9b6245.jpg']","[0.6973, 0.6718, 0.659]"
177,the children are playing on the trampoline,1309330801_aeeb23f1ee.jpg,-1,0.39,0.6994,0.3094,"['693785581_68bec8312a.jpg', '2687328779_b4356dab16.jpg', '2335428699_4eba9b6245.jpg']","[0.6994, 0.6796, 0.6398]"
178,two girls are performing tricks on a trampoline,1309330801_aeeb23f1ee.jpg,6,0.5899,0.6881,0.0982,"['2687328779_b4356dab16.jpg', '2599131872_65789d86d5.jpg', '3178599352_c57fdebcd2.jpg']","[0.6881, 0.651, 0.6255]"
179,two girls jumping on a trampoline in a backyard,1309330801_aeeb23f1ee.jpg,-1,0.4528,0.7437,0.2909,"['3431101934_99a6c55914.jpg', '2599131872_65789d86d5.jpg', '2979914158_5906470b8f.jpg']","[0.7437, 0.7399, 0.7047]"
180,the little girl smiles at the camera with her eyes closed,1316247213_1d2c726dd5.jpg,-1,0.5836,0.885,0.3013,"['1539166395_0cdc0accee.jpg', '3627011534_485f667b10.jpg', '2456030728_d3d147e774.jpg']","[0.885, 0.8437, 0.8426]"
181,the girl in the purple top and shorts wearing a hat is laughing,1316247213_1d2c726dd5.jpg,9,0.587,0.754,0.167,"['3627011534_485f667b10.jpg', '2676184321_858eff416b.jpg', '1527297882_dededc7891.jpg']","[0.754, 0.7223, 0.6636]"
182,a young girl wearing a snoopy hat and purple shirt stands smiling,1316247213_1d2c726dd5.jpg,6,0.6513,0.7565,0.1052,"['2676184321_858eff416b.jpg', '3627011534_485f667b10.jpg', '1527297882_dededc7891.jpg']","[0.7565, 0.7549, 0.7353]"
183,a closeup of a little girl laughing,1316247213_1d2c726dd5.jpg,9,0.6368,0.8709,0.2341,"['3627011534_485f667b10.jpg', '1539166395_0cdc0accee.jpg', '2456030728_d3d147e774.jpg']","[0.8709, 0.7837, 0.7624]"
184,a girl in a purple shirt and a pink snoopy hat is laughing,1316247213_1d2c726dd5.jpg,6,0.6671,0.8117,0.1446,"['2676184321_858eff416b.jpg', '1527297882_dededc7891.jpg', '3184031654_34b5c4ffe1.jpg']","[0.8117, 0.6919, 0.6851]"
187,a golden retriever walking through high grass,1324816249_86600a6759.jpg,2,0.7019,0.8111,0.1092,"['1969573381_5ecfae4c80.jpg', '1324816249_86600a6759.jpg', '3518675890_2f65e23ff9.jpg']","[0.8111, 0.7019, 0.7005]"
188,a tan dog running through a field with his tongue hanging out,1324816249_86600a6759.jpg,9,0.5017,0.6863,0.1846,"['2764732789_1392e962d0.jpg', '240583223_e26e17ee96.jpg', '2632366677_43dee456a5.jpg']","[0.6863, 0.6631, 0.6315]"
189,a tan dog walks along a grassy path with his long pink tongue hanging out,1324816249_86600a6759.jpg,6,0.5822,0.7958,0.2136,"['240583223_e26e17ee96.jpg', '2632366677_43dee456a5.jpg', '3435035138_af32890a4c.jpg']","[0.7958, 0.7424, 0.7176]"
190,several people sit on a train,1332208215_fa824f6659.jpg,6,0.5575,0.653,0.0956,"['2525666287_638ab5e784.jpg', '255091927_2eb643beb2.jpg', '2744330402_824240184c.jpg']","[0.653, 0.6394, 0.6237]"
191,people sit inside a train,1332208215_fa824f6659.jpg,4,0.6299,0.7016,0.0717,"['403678611_73978faed7.jpg', '255091927_2eb643beb2.jpg', '3497234632_6ec740fc1e.jpg']","[0.7016, 0.64, 0.6394]"
194,people on a subway,1332208215_fa824f6659.jpg,7,0.5851,0.6583,0.0731,"['3084018061_df66d98325.jpg', '3497234632_6ec740fc1e.jpg', '2602258549_7401a3cdae.jpg']","[0.6583, 0.6577, 0.6479]"
195,three women standing on a city street,1332722096_1e3de8ae70.jpg,5,0.5925,0.6652,0.0727,"['3111897772_5211a37a02.jpg', '1389264266_8170bc1c54.jpg', '3565598162_56044bc2f7.jpg']","[0.6652, 0.6591, 0.6352]"
196,three women walk down the street,1332722096_1e3de8ae70.jpg,2,0.7433,0.7695,0.0262,"['3111897772_5211a37a02.jpg', '1332722096_1e3de8ae70.jpg', '2302747917_aa0300eb68.jpg']","[0.7695, 0.7433, 0.7212]"
197,two girls and a woman walking on the sidewalk,1332722096_1e3de8ae70.jpg,4,0.734,0.818,0.0839,"['3415228562_4efa9c9b70.jpg', '537359971_6e28f5e66e.jpg', '2672588619_3849930e99.jpg']","[0.818, 0.7683, 0.7396]"
198,two girls in bright green boots and a woman are together,1332722096_1e3de8ae70.jpg,-1,0.489,0.7684,0.2794,"['537359971_6e28f5e66e.jpg', '3404552106_f516df0f5b.jpg', '3688858505_e8afd1475d.jpg']","[0.7684, 0.738, 0.706]"
199,two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them,1332722096_1e3de8ae70.jpg,5,0.7239,0.854,0.1301,"['537359971_6e28f5e66e.jpg', '1389264266_8170bc1c54.jpg', '3111897772_5211a37a02.jpg']","[0.854, 0.8033, 0.738]"
200,a young man wearing swimming goggles wearing a blue shirt with a pirate skull on it,1343426964_cde3fb54e8.jpg,4,0.6423,0.7509,0.1086,"['3412249548_00820fc4ca.jpg', '897621891_efb1e00d1d.jpg', '2842849030_89548af61c.jpg']","[0.7509, 0.6695, 0.6516]"
201,a young kid at the beach,1343426964_cde3fb54e8.jpg,-1,0.18,0.7955,0.6155,"['3532194771_07faf20d76.jpg', '254527963_3f5824b0e8.jpg', '339350939_6643bfb270.jpg']","[0.7955, 0.7096, 0.7092]"
202,a blond boy in a blue tee shirts stands smiling before a craft of green nylon fabric,1343426964_cde3fb54e8.jpg,-1,0.0313,0.792,0.7608,"['3494394662_3edfd4a34c.jpg', '3178489390_13a6ae7524.jpg', '3405942945_f4af2934a6.jpg']","[0.792, 0.6419, 0.5974]"
203,a child poses wearing glasses near water outside,1343426964_cde3fb54e8.jpg,-1,0.2248,0.6416,0.4168,"['1308472581_9961782889.jpg', '374103842_17873ce505.jpg', '2685752892_9d5cd7f274.jpg']","[0.6416, 0.5968, 0.5956]"
204,a small girl smiling on the beach,1343426964_cde3fb54e8.jpg,-1,0.3156,0.6824,0.3668,"['3229282764_a4a515f4e2.jpg', '2456030728_d3d147e774.jpg', '2726262796_03bd63a155.jpg']","[0.6824, 0.6821, 0.678]"
205,a dog in midair cathing the red ball,1346529555_e916816cfe.jpg,-1,0.3873,0.8119,0.4246,"['539750844_02a07ec524.jpg', '3155390408_8e1a81efb2.jpg', '3544673666_ffc7483c96.jpg']","[0.8119, 0.7495, 0.6939]"
206,a dog retrieves a golf ball,1346529555_e916816cfe.jpg,-1,0.2352,0.7231,0.488,"['539750844_02a07ec524.jpg', '496971341_22782195f0.jpg', '1026685415_0431cbf574.jpg']","[0.7231, 0.6702, 0.5896]"
207,a little brown dog stands on his hind legs with a red toy in its mouth,1346529555_e916816cfe.jpg,6,0.5798,0.7637,0.1839,"['2374247382_023a86b9ca.jpg', '3751594676_edfbfa0688.jpg', '244399048_8332bb3270.jpg']","[0.7637, 0.638, 0.619]"
208,a terrier who jumped up has a red ball in his mouth,1346529555_e916816cfe.jpg,-1,0.2956,0.7709,0.4753,"['496971341_22782195f0.jpg', '539750844_02a07ec524.jpg', '2374247382_023a86b9ca.jpg']","[0.7709, 0.6565, 0.6546]"
209,a yorkie jumped into the air to catch a red ball in its mouth,1346529555_e916816cfe.jpg,-1,0.2695,0.6778,0.4083,"['2698614194_b4e6e11dff.jpg', '539750844_02a07ec524.jpg', '3155390408_8e1a81efb2.jpg']","[0.6778, 0.648, 0.6219]"
214,a man walks his dog near the ocean,1348947380_14f0fc1237.jpg,2,0.6926,0.6927,0.0001,"['140430106_2978fda105.jpg', '1348947380_14f0fc1237.jpg', '2281006675_fde04e93dd.jpg']","[0.6927, 0.6926, 0.6629]"
215,a young boy casting his fishing line off a pier,1350811702_2ce7cfd0c5.jpg,-1,0.3628,0.8117,0.4489,"['1427391496_ea512cbe7f.jpg', '2107838729_a527e434bd.jpg', '2456907314_49bc4591c4.jpg']","[0.8117, 0.7932, 0.7739]"
216,children fishing off a bridge,1350811702_2ce7cfd0c5.jpg,2,0.7083,0.7241,0.0158,"['268654674_d29e00b3d0.jpg', '1350811702_2ce7cfd0c5.jpg', '2594459477_8ca0121a9a.jpg']","[0.7241, 0.7083, 0.6919]"
218,young boy standing next to water casting his fishing rod with others next to him,1350811702_2ce7cfd0c5.jpg,-1,0.2021,0.8741,0.672,"['2271468944_3264d29208.jpg', '2107838729_a527e434bd.jpg', '1308472581_9961782889.jpg']","[0.8741, 0.8095, 0.7499]"
219,young boy wearing waders standing on a dock fishing other people are in the background,1350811702_2ce7cfd0c5.jpg,-1,0.1847,0.7689,0.5842,"['2456907314_49bc4591c4.jpg', '1427391496_ea512cbe7f.jpg', '2271468944_3264d29208.jpg']","[0.7689, 0.7464, 0.6944]"
220,the dog in the red vest runs in the field,1359101233_16c2c150e3.jpg,-1,0.3241,0.8422,0.5181,"['512101751_05a6d93e19.jpg', '2764732789_1392e962d0.jpg', '3347701468_bb0001b035.jpg']","[0.8422, 0.6805, 0.649]"
221,a tan dog wearing a red shirt runs through the grass,1359101233_16c2c150e3.jpg,-1,0.4804,0.765,0.2846,"['2942133798_e57c862a90.jpg', '1346529555_e916816cfe.jpg', '2764732789_1392e962d0.jpg']","[0.765, 0.7445, 0.6913]"
222,a dog with long hair and a red vest runs in the grass,1359101233_16c2c150e3.jpg,4,0.6974,0.8617,0.1643,"['2764732789_1392e962d0.jpg', '512101751_05a6d93e19.jpg', '2942133798_e57c862a90.jpg']","[0.8617, 0.7521, 0.6979]"
223,a dog in a red jacket is running on the grass,1359101233_16c2c150e3.jpg,-1,0.4501,0.7448,0.2946,"['1346529555_e916816cfe.jpg', '763577068_4b96ed768b.jpg', '1514957266_a19827c538.jpg']","[0.7448, 0.7217, 0.691]"
224,a dog wearing a red saddle is running across a field with low grass and trees nearby,1359101233_16c2c150e3.jpg,-1,0.4887,0.6896,0.2009,"['3036033157_522a43a550.jpg', '2730994020_64ac1d18be.jpg', '3029715635_43ab414dfb.jpg']","[0.6896, 0.6837, 0.6641]"
225,a climber is attempting to climb around an overhang above the woods,136639119_6040b00946.jpg,4,0.6207,0.6977,0.077,"['466956675_a2fb6bf901.jpg', '2480832276_fa55480ecb.jpg', '3301754574_465af5bf6d.jpg']","[0.6977, 0.6679, 0.6619]"
226,a man climbs up a cliff and reaches an overhang,136639119_6040b00946.jpg,-1,0.4343,0.7419,0.3076,"['236095031_5cb17dc54a.jpg', '486917990_72bd4069af.jpg', '415793623_6c1225ae27.jpg']","[0.7419, 0.7408, 0.7402]"
227,a man is rock climbing under a large cliff,136639119_6040b00946.jpg,-1,0.5668,0.8154,0.2486,"['236095031_5cb17dc54a.jpg', '486917990_72bd4069af.jpg', '415793623_6c1225ae27.jpg']","[0.8154, 0.7722, 0.7715]"
228,a person is rock climbing,136639119_6040b00946.jpg,3,0.7336,0.8654,0.1317,"['466956675_a2fb6bf901.jpg', '2623560640_0445c9a138.jpg', '136639119_6040b00946.jpg']","[0.8654, 0.7674, 0.7336]"
229,climber on rock formation using ropes,136639119_6040b00946.jpg,7,0.611,0.734,0.123,"['319869052_08b000e4af.jpg', '3582066525_e9d6377f56.jpg', '236095031_5cb17dc54a.jpg']","[0.734, 0.7059, 0.7058]"
230,two girls wearing goth trendy clothing while one looks back at the camera,1389264266_8170bc1c54.jpg,-1,0.209,0.744,0.5349,"['3184031654_34b5c4ffe1.jpg', '3534824784_7133119316.jpg', '654130822_4aeb1f1273.jpg']","[0.744, 0.6926, 0.6755]"
231,two girls walking down the street,1389264266_8170bc1c54.jpg,8,0.6766,0.7815,0.105,"['2672588619_3849930e99.jpg', '537359971_6e28f5e66e.jpg', '2302747917_aa0300eb68.jpg']","[0.7815, 0.7706, 0.7672]"
232,two young girls wearing goth clothes,1389264266_8170bc1c54.jpg,-1,0.515,0.777,0.2619,"['3661072592_2e693cd5a0.jpg', '3035118753_69287079dc.jpg', '3184031654_34b5c4ffe1.jpg']","[0.777, 0.7755, 0.7111]"
233,a girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her,1389264266_8170bc1c54.jpg,-1,0.3538,0.6851,0.3313,"['537359971_6e28f5e66e.jpg', '2672588619_3849930e99.jpg', '3415228562_4efa9c9b70.jpg']","[0.6851, 0.6846, 0.6759]"
234,two girls facing each other one has a skull face bag wearing a red and black shirt the other is wearing a beaded belt,1389264266_8170bc1c54.jpg,-1,0.2466,0.8528,0.6062,"['3035118753_69287079dc.jpg', '2337809114_899ba61330.jpg', '2599131872_65789d86d5.jpg']","[0.8528, 0.6897, 0.6679]"
235,a man in a blue shirt cowboy hat and a cross neckless walking in front of a carnival or amusement park ride,1396703063_e8c3687afe.jpg,-1,0.4901,0.6714,0.1813,"['2815256108_fc1302117d.jpg', '3230101918_7d81cb0fc8.jpg', '3347500603_13670ee6bf.jpg']","[0.6714, 0.6646, 0.6617]"
236,a man in a hat white shirt and gold chain with a cross,1396703063_e8c3687afe.jpg,-1,0.5672,0.7729,0.2057,"['358607894_5abb1250d3.jpg', '3030962048_f71948226c.jpg', '942399470_6132d3e5d2.jpg']","[0.7729, 0.7295, 0.6998]"
237,a man wearing a cowboy hat and a gold cross around his neck,1396703063_e8c3687afe.jpg,3,0.7233,0.7957,0.0725,"['358607894_5abb1250d3.jpg', '2924884899_f512c84332.jpg', '1396703063_e8c3687afe.jpg']","[0.7957, 0.7711, 0.7233]"
238,a man wearing a white shirt gold cross and a cowboy hat is standing in front of a roller coaster,1396703063_e8c3687afe.jpg,-1,0.536,0.7065,0.1706,"['358607894_5abb1250d3.jpg', '2815256108_fc1302117d.jpg', '397601572_9587a39291.jpg']","[0.7065, 0.6646, 0.6528]"
240,a black dog in front of a white dog walking on a path in a forest,1403414927_5f80281505.jpg,4,0.6973,0.7951,0.0978,"['909808296_23c427022d.jpg', '359082432_c1fd5aa2d6.jpg', '3330935489_9cb67ca36b.jpg']","[0.7951, 0.7353, 0.7302]"
241,a white and a gray dog walking along a path in the wood,1403414927_5f80281505.jpg,4,0.7148,0.7337,0.0188,"['416106657_cab2a107a5.jpg', '2714220101_c31db50b10.jpg', '1932161768_996eadac87.jpg']","[0.7337, 0.7196, 0.7158]"
244,white dog and black dog going down trail in wooded area,1403414927_5f80281505.jpg,5,0.676,0.7892,0.1132,"['3330935489_9cb67ca36b.jpg', '1932161768_996eadac87.jpg', '416106657_cab2a107a5.jpg']","[0.7892, 0.7557, 0.7503]"
245,a dog is running along a beach on a sunny day,140430106_2978fda105.jpg,-1,0.6146,0.8726,0.2579,"['3562282690_cd2a95fe9e.jpg', '339350939_6643bfb270.jpg', '3673165148_67f217064f.jpg']","[0.8726, 0.8127, 0.812]"
246,a dog running at the beach in front of the ocean and a bright blue cloudy sky,140430106_2978fda105.jpg,2,0.8528,0.8631,0.0103,"['1799271536_6e69c8f1dc.jpg', '140430106_2978fda105.jpg', '2281006675_fde04e93dd.jpg']","[0.8631, 0.8528, 0.8309]"
247,a dog runs along the short at a beach,140430106_2978fda105.jpg,9,0.7123,0.8332,0.121,"['1799271536_6e69c8f1dc.jpg', '3562282690_cd2a95fe9e.jpg', '460478198_83039f2593.jpg']","[0.8332, 0.8247, 0.8106]"
248,a lean dog runs along the beach,140430106_2978fda105.jpg,7,0.7384,0.8538,0.1154,"['3562282690_cd2a95fe9e.jpg', '1799271536_6e69c8f1dc.jpg', '3673165148_67f217064f.jpg']","[0.8538, 0.8455, 0.7857]"
249,slender dog running in the sand on a sunny day,140430106_2978fda105.jpg,4,0.6374,0.7319,0.0945,"['3562282690_cd2a95fe9e.jpg', '2407470303_6fd5e3600d.jpg', '3241965735_8742782a70.jpg']","[0.7319, 0.7066, 0.6392]"
250,guy in red shorts jumping up in front of volleyball net,1414820925_3504c394e1.jpg,-1,0.1407,0.8848,0.7441,"['2061354254_faa5bd294b.jpg', '1991806812_065f747689.jpg', '3442978981_53bf1f45f3.jpg']","[0.8848, 0.7648, 0.764]"
251,athletic man spiking volleyball,1414820925_3504c394e1.jpg,-1,0.1311,0.7646,0.6335,"['2561334141_0aacefa5e7.jpg', '3425071001_e7c9809ef2.jpg', '3649307685_60c1294d2a.jpg']","[0.7646, 0.7582, 0.6779]"
252,a man in red swim trunks playing volleyball,1414820925_3504c394e1.jpg,-1,0.1731,0.7589,0.5857,"['1159574340_99ba8c3c59.jpg', '3268443910_b36dbc1e5c.jpg', '3177298173_78cea31d64.jpg']","[0.7589, 0.7018, 0.7004]"
253,a man in red shorts jumping in back of a volleyball net,1414820925_3504c394e1.jpg,-1,0.1468,0.8366,0.6897,"['2061354254_faa5bd294b.jpg', '1991806812_065f747689.jpg', '2698487246_e827404cac.jpg']","[0.8366, 0.7679, 0.7515]"
254,a man in red shorts jumps behind a volleyball net,1414820925_3504c394e1.jpg,-1,0.1054,0.8048,0.6995,"['2061354254_faa5bd294b.jpg', '1991806812_065f747689.jpg', '3442978981_53bf1f45f3.jpg']","[0.8048, 0.7838, 0.7436]"
255,a man holds a drink in one hand and looks at his cellphone,1417295167_5299df6db8.jpg,5,0.6961,0.7737,0.0776,"['278002800_3817135105.jpg', '1860543210_47e94cf652.jpg', '1418019748_51c7d59c11.jpg']","[0.7737, 0.7227, 0.7154]"
256,a man stares intently at his cellphone as he carries a greencolored drink,1417295167_5299df6db8.jpg,3,0.708,0.745,0.037,"['1418019748_51c7d59c11.jpg', '2623247254_3bfc795121.jpg', '1417295167_5299df6db8.jpg']","[0.745, 0.7271, 0.708]"
257,a man wearing glasses is reading his cellphone and holding a drink in the other hand,1417295167_5299df6db8.jpg,10,0.6101,0.7556,0.1454,"['3412249548_00820fc4ca.jpg', '1418019748_51c7d59c11.jpg', '2267819545_446c5a3e18.jpg']","[0.7556, 0.7144, 0.7119]"
258,the man holds a drink and uses his cellphone,1417295167_5299df6db8.jpg,6,0.6577,0.6894,0.0317,"['278002800_3817135105.jpg', '1418019748_51c7d59c11.jpg', '3535056297_e16f014cb7.jpg']","[0.6894, 0.6862, 0.6697]"
259,the young man is holding a drink and checking his cellphone,1417295167_5299df6db8.jpg,-1,0.5423,0.6782,0.1358,"['2856700531_312528eea4.jpg', '2676648667_cb055b4fc6.jpg', '2267819545_446c5a3e18.jpg']","[0.6782, 0.6715, 0.6634]"
261,an older man in a baseball cap,1418019748_51c7d59c11.jpg,-1,0.3572,0.8372,0.48,"['2924884899_f512c84332.jpg', '1396703063_e8c3687afe.jpg', '3134585858_a8c3493ca5.jpg']","[0.8372, 0.7698, 0.6604]"
262,a man in a white shirt and blue hat is speaking,1418019748_51c7d59c11.jpg,-1,0.5153,0.7587,0.2434,"['358607894_5abb1250d3.jpg', '3066338314_2c3fb731d1.jpg', '2924884899_f512c84332.jpg']","[0.7587, 0.6924, 0.6526]"
263,a man dressed in a white shirt blue baseball cap while wearing gloves holding a red and white checkered food wrapping,1418019748_51c7d59c11.jpg,-1,0.5159,0.7019,0.186,"['2551344688_17a12a6948.jpg', '2924884899_f512c84332.jpg', '862187579_9faf4a51e0.jpg']","[0.7019, 0.6996, 0.6425]"
264,a man wearing a white shirt and gloves is holding a checkered box,1418019748_51c7d59c11.jpg,2,0.7355,0.7602,0.0247,"['2856700531_312528eea4.jpg', '1418019748_51c7d59c11.jpg', '2551344688_17a12a6948.jpg']","[0.7602, 0.7355, 0.7232]"
265,two children hang from a metal bar close to the ground,1424237335_b3be9920ba.jpg,-1,0.2297,0.6765,0.4468,"['2542037086_58c833699c.jpg', '510510783_b2cf5d57bb.jpg', '2707873672_15e6b5d54b.jpg']","[0.6765, 0.6745, 0.6448]"
